,ownerOfSeal,label_clean,length,印,章,之印,之章,私印,印信,考藏印,藏书印,藏书之印,书画印,图书印
4890,钱谦益,牧斋,2,,,,,,,,,,,
4891,潘伯鹰,凫公,2,,,,,,,,,,,
4892,邓散木,楚人,2,,,,,,,,,,,
4893,裴景福,睫盦鉴赏,4,,,,,,,,,,,
4894,陈铣,陈铣,2,,,,,,,,,,,
4895,钱镜塘,钱氏数青草堂藏书,8,,,,,,,,,,,
4896,唐寅,学圃堂印,4,1,,,,,,,,,,
4897,潘天寿,潘天寿印,4,1,,,,,,,,,,
4898,查昇,行藏独倚楼,5,,,,,,,,,,,
4899,朱彝尊,彝尊,2,,,,,,,,,,,
4900,榭稚柳,谢稚柳,3,,,,,,,,,,,
4901,赵之谦,苟全性命,4,,,,,,,,,,,
4902,叶德辉,吏部司封章,5,,1,,,,,,,,,
4903,陆恢,吴江陆恢章,5,,1,,,,,,,,,
4904,谭延闿,谭祖盦考藏金石文字之印,11,1,,1,,,,,,,,
4905,余任天,积健为雄,4,,,,,,,,,,,
4906,郑慕康,郑,1,,,,,,,,,,,
4907,蓝瑛,田叔,2,,,,,,,,,,,
4908,黄丕烈,士礼居,3,,,,,,,,,,,
4909,徐悲鸿,阳朔天民,4,,,,,,,,,,,
4910,高时显,梅王阁主人四遇岁朝春,10,,,,,,,,,,,
4911,刘承干,吴兴刘氏嘉业堂藏书记,10,,,,,,,,,,,
4912,钱榖,钱氏叔宝,4,,,,,,,,,,,
4913,徐时栋,鄞月湖徐氏后烟屿楼,9,,,,,,,,,,,
4914,徐悲鸿,鸿爪,2,,,,,,,,,,,
4915,郑文焯,鹤公过眼,4,,,,,,,,,,,
4916,陈半丁,半丁老人,4,,,,,,,,,,,
4917,沙孟海,沙文若唯,4,,,,,,,,,,,
4918,徐枋,居易堂印,4,1,,,,,,,,,,
4919,黄胄,黄胄之印,4,1,,1,,,,,,,,
4920,赵之谦,以分为隶,4,,,,,,,,,,,
4921,陶湘,陶湘私印,4,1,,,,1,,,,,,
4922,谢稚柳,稚柳,2,,,,,,,,,,,
4923,杨善深,杨,1,,,,,,,,,,,
4924,张凤翼,凤翼,2,,,,,,,,,,,
4925,关良,关良,2,,,,,,,,,,,
4926,项圣谟,存存居士,4,,,,,,,,,,,
4927,王腰,王禔眼福,4,,,,,,,,,,,
4928,张大千,虎,1,,,,,,,,,,,
4929,黄胄,黄胄梁氏,4,,,,,,,,,,,
4930,邓石如,邓琰,2,,,,,,,,,,,
4931,伍元蕙,伍俪荃鉴赏章,6,,1,,,,,,,,,
4932,朱彝尊,朱彝尊印,4,1,,,,,,,,,,
4933,范守知,后安,2,,,,,,,,,,,
4934,唐云,唐云私印,4,1,,,,1,,,,,,
4935,郑文焯,冰红词人,4,,,,,,,,,,,
4936,齐白石,臣璜私印,4,1,,,,1,,,,,,
4937,潘仕成,藏张长史郎官记之室,9,,,,,,,,,,,
4938,陈子庄,石壶,2,,,,,,,,,,,
4939,杨晋,拜苏,2,,,,,,,,,,,
4940,张善孖,张泽印,3,1,,,,,,,,,,
4941,潘正炜,季彤鉴定珍藏,6,,,,,,,,,,,
4942,阮元,扬州阮伯元章,6,,1,,,,,,,,,
4943,黄胄,黄胄,2,,,,,,,,,,,
4944,章绶衔,章紫伯鉴藏,5,,,,,,,,,,,
4945,姚燮,大梅山民,4,,,,,,,,,,,
4946,唐云,大石,2,,,,,,,,,,,
4947,李叔同,吉臣,2,,,,,,,,,,,
4948,榭稚柳,落墨,2,,,,,,,,,,,
4949,唐翰题,质肃公孙翰题印长寿,9,,,,,,,,,,,
4950,杨绍和,杨氏仲子,4,,,,,,,,,,,
4951,萧云从,萧云从,3,,,,,,,,,,,
4952,陈半丁,陈半丁,3,,,,,,,,,,,
4953,项元汴,檇李,2,,,,,,,,,,,
4954,范守知,守知,2,,,,,,,,,,,
4955,董邦达,臣邦达印,4,1,,,,,,,,,,
4956,项圣谟,能为一笔,4,,,,,,,,,,,
4957,赵之谦,押,1,,,,,,,,,,,
4958,弘旿,俛仰今古,4,,,,,,,,,,,
4959,蔡嘉,画成应遣一生愁,7,,,,,,,,,,,
4960,梅清,不薄今人爱古人,7,,,,,,,,,,,
4961,鲁迅,周树人印,4,1,,,,,,,,,,
4962,钱大昕,钱大昕印,4,1,,,,,,,,,,
4963,姜渔,姜渔印,3,1,,,,,,,,,,
4964,齐白石,老手齐白石,5,,,,,,,,,,,
4965,高其佩,神来,2,,,,,,,,,,,
4966,邹一桂,邹一桂原褒,5,,,,,,,,,,,
4967,阮元,研经老人,4,,,,,,,,,,,
4968,杨善深,善深居士,4,,,,,,,,,,,
4969,吴焯,曾给笔札,4,,,,,,,,,,,
4970,徐时栋,同叔,2,,,,,,,,,,,
4971,陆恢,陆恢之印,4,1,,1,,,,,,,,
4972,岑槠,岑中陶父,4,,,,,,,,,,,
4973,谢稚柳,谢稚印,3,1,,,,,,,,,,
4974,鲍廷博,知不足斋鲍以文藏本,9,,,,,,,,,,,
4975,居廉,居廉印信,4,,,,,,1,,,,,
4976,姚燮,姚燮,2,,,,,,,,,,,
4977,俞旦,俞旦印信,4,,,,,,1,,,,,
4978,汪亚尘,亚尘,2,,,,,,,,,,,
4979,徐光济,南湖徐氏精本,6,,,,,,,,,,,
4980,姚绶,癸酉,2,,,,,,,,,,,
4981,黄宾虹,宾鸿,2,,,,,,,,,,,
4982,任率英,任率英,3,,,,,,,,,,,
4983,钱镜塘,海宁钱德鑫字镜塘号鹃湖渔隐七十以后自号鞠隐老人,23,,,,,,,,,,,
4984,孟光涛,孟光涛,3,,,,,,,,,,,
4985,周之冕,服卿氏,3,,,,,,,,,,,
4986,吴昌硕,石人子室,4,,,,,,,,,,,
4987,余绍宋,寒柯堂诗文书画之记,9,,,,,,,,,,,
4988,榭稚柳,谢稚之印,4,1,,1,,,,,,,,
4989,汪文琛,汪文琛印,4,1,,,,,,,,,,
4990,齐白石,木居士,3,,,,,,,,,,,
4991,朱复戡,将军洪武之子孙,7,,,,,,,,,,,
4992,谢稚柳,谢稚,2,,,,,,,,,,,
4993,顾麟士,西津,2,,,,,,,,,,,
4994,查昇,查仲韦,3,,,,,,,,,,,
4995,沙孟海,孟海,2,,,,,,,,,,,
4996,蔡嘉,半生梦魂在扬州,7,,,,,,,,,,,
4997,梁清标,伯鸾后人,4,,,,,,,,,,,
4998,江寒汀,常熟江寒汀之章,7,,1,,1,,,,,,,
4999,孔宪瑶,孔氏性腴,4,,,,,,,,,,,
5000,袁克文,克文之玺,4,,,,,,,,,,,
5001,项元汴,绿野亭印,4,1,,,,,,,,,,
5002,潘正炜,季彤秘玩,4,,,,,,,,,,,
5003,笪重光,采药,2,,,,,,,,,,,
5004,寿石工,无量,2,,,,,,,,,,,
5005,伊秉绶,墨卿,2,,,,,,,,,,,
5006,张瑞图,张瑞图印,4,1,,,,,,,,,,
5007,陆维钊,陆维钊,3,,,,,,,,,,,
5008,赵鹤琴,处世忌太洁至人贵臧晖,10,,,,,,,,,,,
5009,叶浅予,浅予,2,,,,,,,,,,,
5010,赵鹤琴,愿花长好月长圆人长寿,10,,,,,,,,,,,
5011,汪慎生,慎生,2,,,,,,,,,,,
5012,梅清,山高水长,4,,,,,,,,,,,
5013,榭稚柳,鱼饮,2,,,,,,,,,,,
5014,来楚生,初升晨课,4,,,,,,,,,,,
5015,萧云从,尺木子,3,,,,,,,,,,,
5016,许麟庐,许麟庐,3,,,,,,,,,,,
5017,倪田,宝田私印,4,1,,,,1,,,,,,
5018,方亨咸,方亨咸印,4,1,,,,,,,,,,
5019,樊圻,会公氏,3,,,,,,,,,,,
5020,汪士钟,汪士钟字春霆号朖园书画印,12,1,,,,,,,,,1,
5021,王士禛,王士禛印,4,1,,,,,,,,,,
5022,阮元,万柳堂,3,,,,,,,,,,,
5023,沈子丞,沈子丞印,4,1,,,,,,,,,,
5024,沈周,石田,2,,,,,,,,,,,
5025,瞿启甲,良士,2,,,,,,,,,,,
5026,王世贞,世贞,2,,,,,,,,,,,
5027,王鏊,翰林王济之印,6,1,,1,,,,,,,,
5028,唐翰题,鹪安平生真赏,6,,,,,,,,,,,
5029,陆维钊,微昭,2,,,,,,,,,,,
5030,马一浮,蠲叟,2,,,,,,,,,,,
5031,朱彝尊,朱彝尊印,4,1,,,,,,,,,,
5032,赵鹤琴,赵鹤琴收藏印,6,1,,,,,,,,,,
5033,吴昌硕,苦铁不朽,4,,,,,,,,,,,
5034,傅抱石,傅抱石,3,,,,,,,,,,,
5035,陈铣,白阳家学,4,,,,,,,,,,,
5036,张伯英,勺圃,2,,,,,,,,,,,
5037,丁文蔚,丁文蔚,3,,,,,,,,,,,
5038,陈洪绶,陈洪绶印,4,1,,,,,,,,,,
5039,王腰,山鸡自爱其羽,6,,,,,,,,,,,
5040,伊秉绶,伊秉绶印,4,1,,,,,,,,,,
5041,齐白石,白石言事,4,,,,,,,,,,,
5042,狄学耕,曼农审定,4,,,,,,,,,,,
5043,黄胄,黄胄之鈢,4,,,,,,,,,,,
5044,陈半丁,半丁涂抹,4,,,,,,,,,,,
5045,陈半丁,半丁老人,4,,,,,,,,,,,
5046,汪士慎,近人,2,,,,,,,,,,,
5047,陈衡恪,三十偁髯,4,,,,,,,,,,,
5048,邓散木,邓铁印,3,1,,,,,,,,,,
5049,黄君璧,君璧,2,,,,,,,,,,,
5050,陈衡恪,师曾自号朽,5,,,,,,,,,,,
5051,黄道周,黄道周印,4,1,,,,,,,,,,
5052,刘承干,翰怡欣赏,4,,,,,,,,,,,
5053,项笃寿,子长,2,,,,,,,,,,,
5054,钱君匋,钱君匋,3,,,,,,,,,,,
5055,赵叔孺,叔孺双勾,4,,,,,,,,,,,
5056,罗振玉,上虞罗氏,4,,,,,,,,,,,
5057,袁克文,孤本书室,4,,,,,,,,,,,
5058,经亨颐,长松山房,4,,,,,,,,,,,
5059,蒲华,种竹道人,4,,,,,,,,,,,
5060,寿石工,思思时事如许,6,,,,,,,,,,,
5061,乔大壮,把闲语闲言待总烧却,9,,,,,,,,,,,
5062,张廷济,慕堂,2,,,,,,,,,,,
5063,叶恭焕,菉竹堂,3,,,,,,,,,,,
5064,石鲁,石鲁,2,,,,,,,,,,,
5065,弘旿,我爱其静,4,,,,,,,,,,,
5066,寿石工,燕客,2,,,,,,,,,,,
5067,蔡嘉,云山过客,4,,,,,,,,,,,
5068,陆维钊,陆庄,2,,,,,,,,,,,
5069,曹贞秀,长洲女使,4,,,,,,,,,,,
5070,阮元,亮功锡祜,4,,,,,,,,,,,
5071,达受,六舟手拓彝器,6,,,,,,,,,,,
5072,朱鼎煦,朱鼎煦印,4,1,,,,,,,,,,
5073,余任天,老莲同里人,5,,,,,,,,,,,
5074,潘天寿,天寿,2,,,,,,,,,,,
5075,赵鹤琴,琴阅,2,,,,,,,,,,,
5076,王时敏,王时敏印,4,1,,,,,,,,,,
5077,费新我,费新我印,4,1,,,,,,,,,,
5078,朱之赤,寒士精神,4,,,,,,,,,,,
5079,榭稚柳,苦篁斋落墨,5,,,,,,,,,,,
5080,诸乐三,乐三大利,4,,,,,,,,,,,
5081,项笃寿,子长,2,,,,,,,,,,,
5082,叶恭绰,第一希有,4,,,,,,,,,,,
5083,谢稚柳,谢稚,2,,,,,,,,,,,
5084,潘伯鹰,玄隐庐,3,,,,,,,,,,,
5085,齐白石,老夫也在皮毛类,7,,,,,,,,,,,
5086,任预,立翁,2,,,,,,,,,,,
5087,赵鹤琴,溪声便是广长舌山色岂非清净身,14,,,,,,,,,,,
5088,毕泷,毕涧飞藏,4,,,,,,,,,,,
5089,赵之谦,二金蝶堂双钩两汉刻石之记,12,,,,,,,,,,,
5090,丰子恺,丰子恺,3,,,,,,,,,,,
5091,邓散木,粪翁,2,,,,,,,,,,,
5092,榭稚柳,鱼饮溪堂,4,,,,,,,,,,,
5093,赵鹤琴,赵家墨沼,4,,,,,,,,,,,
5094,陈洪绶,章侯,2,,,,,,,,,,,
5095,田家英,理必归于马列,6,,,,,,,,,,,
5096,倪田,宝田日利,4,,,,,,,,,,,
5097,周亮工,周亮工敬览,5,,,,,,,,,,,
5098,陈继儒,雪堂,2,,,,,,,,,,,
5099,沙孟海,沙文若信玺,5,,,,,,,,,,,
5100,黄宾虹,袖中有东海,5,,,,,,,,,,,
5101,黄丕烈,荛圃,2,,,,,,,,,,,
5102,宫尔铎,农山,2,,,,,,,,,,,
5103,胡润芝,生于戊辰,4,,,,,,,,,,,
5104,张仃,张仃书画,4,,,,,,,,,,,
5105,方士庶,环山审定,4,,,,,,,,,,,
5106,黄丕烈,羊儿年,3,,,,,,,,,,,
5107,潘仕成,潘仕成收藏金石文字之印信,12,,,,,,1,,,,,
5108,江寒汀,寒汀,2,,,,,,,,,,,
5109,张宗祥,阆声,2,,,,,,,,,,,
5110,徐光济,海昌古颊谷徐氏用拙斋收藏,12,,,,,,,,,,,
5111,乔大壮,廼自非同志,5,,,,,,,,,,,
5112,徐恕,徐恕,2,,,,,,,,,,,
5113,寿石工,寿鈢,2,,,,,,,,,,,
5114,张大千,蜀郡张爰,4,,,,,,,,,,,
5115,朱彝尊,我生之初岁在屠维大荒落月在极壮望日丁酉时,20,,,,,,,,,,,
5116,王时敏,懦斋,2,,,,,,,,,,,
5117,王士肚,士禛私印,4,1,,,,1,,,,,,
5118,邹一桂,小山书画记,5,,,,,,,,,,,
5119,法若真,黄山逸史,4,,,,,,,,,,,
5120,鲍廷博,世守陈编之家,6,,,,,,,,,,,
5121,笪重光,江上外史,4,,,,,,,,,,,
5122,寿石工,越人,2,,,,,,,,,,,
5123,高时显,高辟兵,3,,,,,,,,,,,
5124,金俊明,俊明,2,,,,,,,,,,,
5125,关山月,关山无恙,4,,,,,,,,,,,
5126,余任天,任天金石刻画,6,,,,,,,,,,,
5127,张大千,张爰私印,4,1,,,,1,,,,,,
5128,谢稚柳,稚柳居士,4,,,,,,,,,,,
5129,王腰,王禔,2,,,,,,,,,,,
5130,朱复戡,江山如此多娇,6,,,,,,,,,,,
5131,溥伒,雪斋翰墨,4,,,,,,,,,,,
5132,张大千,张爰,2,,,,,,,,,,,
5133,顾麟士,顾麟士画记,5,,,,,,,,,,,
5134,吴焯,绣谷熏习,4,,,,,,,,,,,
5135,李流芳,李流芳印,4,1,,,,,,,,,,
5136,吴云,抱罍子,3,,,,,,,,,,,
5137,陈巨来,巨来,2,,,,,,,,,,,
5138,朱彝尊,梅会里朱氏潜采堂藏书,10,,,,,,,,,,,
5139,齐白石,惭愧世人知,5,,,,,,,,,,,
5140,贺天健,贺天健鈢,4,,,,,,,,,,,
5141,米万钟,北地米万钟仲诏父印,9,1,,,,,,,,,,
5142,齐白石,大无畏,3,,,,,,,,,,,
5143,陈衡恪,虚室生白,4,,,,,,,,,,,
5144,张伯英,伯英长寿,4,,,,,,,,,,,
5145,程庭鹭,袖中诗本衿上酒痕,8,,,,,,,,,,,
5146,赵鹤琴,闳中肆外,4,,,,,,,,,,,
5147,董邦达,六友斋,3,,,,,,,,,,,
5148,谢稚柳,谢,1,,,,,,,,,,,
5149,陈半丁,年七五后作,5,,,,,,,,,,,
5150,江寒汀,寒汀,2,,,,,,,,,,,
5151,谢稚柳,谢稚柳,3,,,,,,,,,,,
5152,钱松喦,松岩,2,,,,,,,,,,,
5153,寿石工,越人,2,,,,,,,,,,,
5154,陆维钊,陆维钊,3,,,,,,,,,,,
5155,包栋,子梁父,3,,,,,,,,,,,
5156,关良,番禺关良,4,,,,,,,,,,,
5157,陈衡恪,师曾,2,,,,,,,,,,,
5158,阮元,伯元父印,4,1,,,,,,,,,,
5159,来楚生,初升年七十后作,7,,,,,,,,,,,
5160,丁福保,丁福保读书记,6,,,,,,,,,,,
5161,胡润芝,美人香草,4,,,,,,,,,,,
5162,毛晋,毛晋,2,,,,,,,,,,,
5163,朱屺瞻,墨缘,2,,,,,,,,,,,
5164,黄宾虹,宾公,2,,,,,,,,,,,
5165,榭稚柳,谢稚,2,,,,,,,,,,,
5166,丁佛言,佛言长寿,4,,,,,,,,,,,
5167,李可染,李,1,,,,,,,,,,,
5168,王腰,仁和王寿祺福庵之印,9,1,,1,,,,,,,,
5169,袁克文,寒云秘笈珍藏之印,8,1,,1,,,,,,,,
5170,卢文弨,文弨之印,4,1,,1,,,,,,,,
5171,俞旦,俞旦长寿,4,,,,,,,,,,,
5172,陈半丁,陈半丁考藏书画印,8,1,,,,,,,,,1,
5173,李可染,李可染,3,,,,,,,,,,,
5174,赵之谦,会稽赵之谦铁三印信,9,,,,,,1,,,,,
5175,赵之谦,赵益父,3,,,,,,,,,,,
5176,梁清标,梁清标印,4,1,,,,,,,,,,
5177,方济众,济众,2,,,,,,,,,,,
5178,张善孖,三月商都令,5,,,,,,,,,,,
5179,钱镜塘,钱镜塘印,4,1,,,,,,,,,,
5180,郭味蕖,郭味蕖印,4,1,,,,,,,,,,
5181,蔡嘉,蔡嘉私印,4,1,,,,1,,,,,,
5182,黄丕烈,问梅诗社,4,,,,,,,,,,,
5183,岑槠,仲陶,2,,,,,,,,,,,
5184,蒲华,作英,2,,,,,,,,,,,
5185,吴作人,家在茂林,4,,,,,,,,,,,
5186,胡润芝,胡润芝印,4,1,,,,,,,,,,
5187,吴茀之,吴溪之印,4,1,,1,,,,,,,,
5188,沈尹默,尹默,2,,,,,,,,,,,
5189,李苦禅,苦禅,2,,,,,,,,,,,
5190,朱复戡,百行安乐,4,,,,,,,,,,,
5191,榭稚柳,杜斋,2,,,,,,,,,,,
5192,刘海粟,海翁,2,,,,,,,,,,,
5193,高其佩,高其佩印,4,1,,,,,,,,,,
5194,汪恭,寿源,2,,,,,,,,,,,
5195,田世光,公炜,2,,,,,,,,,,,
5196,边寿民,寿民,2,,,,,,,,,,,
5197,端方,陶斋藏旧拓汉碑千本之一,11,,,,,,,,,,,
5198,李普同,普同,2,,,,,,,,,,,
5199,张大千,金石同寿,4,,,,,,,,,,,
5200,郑慕康,慕康,2,,,,,,,,,,,
5201,朱鼎煦,萧山朱氏,4,,,,,,,,,,,
5202,弘旿,一如,2,,,,,,,,,,,
5203,寿石工,在家常起早,5,,,,,,,,,,,
5204,陈洪绶,陈洪绶印,4,1,,,,,,,,,,
5205,郑文焯,郑文焯,3,,,,,,,,,,,
5206,爱新觉罗·弘历,即事多所欣,5,,,,,,,,,,,
5207,胡润芝,茀堂长寿,4,,,,,,,,,,,
5208,居廉,古泉长寿,4,,,,,,,,,,,
5209,陈半丁,老复丁,3,,,,,,,,,,,
5210,徐乾学,传是楼印记,5,,,,,,,,,,,
5211,陆心源,存斋,2,,,,,,,,,,,
5212,齐白石,七九衰翁,4,,,,,,,,,,,
5213,潘伯鹰,潘,1,,,,,,,,,,,
5214,刘海粟,海粟审定,4,,,,,,,,,,,
5215,张大千,大千好梦,4,,,,,,,,,,,
5216,吴茀之,茀之书画,4,,,,,,,,,,,
5217,齐白石,莲花山下是吾家,7,,,,,,,,,,,
5218,吴骞,漫叟,2,,,,,,,,,,,
5219,徐乾学,徐乾学印,4,1,,,,,,,,,,
5220,应野平,应野平,3,,,,,,,,,,,
5221,于非闇,非闇六十后作,6,,,,,,,,,,,
5222,李流芳,李流芳印,4,1,,,,,,,,,,
5223,黄胄,黄胄,2,,,,,,,,,,,
5224,弘旿,端居室主人,5,,,,,,,,,,,
5225,李苦禅,禅父,2,,,,,,,,,,,
5226,张燮,琴川望族,4,,,,,,,,,,,
5227,金城,汉画像室,4,,,,,,,,,,,
5228,李可染,彭城李氏,4,,,,,,,,,,,
5229,王士禛,駃雪,2,,,,,,,,,,,
5230,陆恢,狷盦,2,,,,,,,,,,,
5231,米万钟,米万钟字仲诏,6,,,,,,,,,,,
5232,易大厂,大厂念翁,4,,,,,,,,,,,
5233,来楚生,来楚生之印信,6,,,,,,1,,,,,
5234,张大千,张爰,2,,,,,,,,,,,
5235,田世光,田世光,3,,,,,,,,,,,
5236,钟葆珩,钟葆珩印,4,1,,,,,,,,,,
5237,赵少昂,赵,1,,,,,,,,,,,
5238,赵之谦,之谦考定,4,,,,,,,,,,,
5239,郑午昌,郑昶,2,,,,,,,,,,,
5240,石鲁,石鲁,2,,,,,,,,,,,
5241,高时显,梅王阁,3,,,,,,,,,,,
5242,梅清,画松,2,,,,,,,,,,,
5243,狄学耕,狄学耕印,4,1,,,,,,,,,,
5244,范守和,范禾长寿,4,,,,,,,,,,,
5245,罗振玉,罗振玉印,4,1,,,,,,,,,,
5246,王宠,履吉之印,4,1,,1,,,,,,,,
5247,姜渔,笠人,2,,,,,,,,,,,
5248,姚燮,梅伯,2,,,,,,,,,,,
5249,吴大澂,吴大澂印,4,1,,,,,,,,,,
5250,张大千,张爰,2,,,,,,,,,,,
5251,弘旿,松窗听雪烹茶,6,,,,,,,,,,,
5252,虚谷,虚谷,2,,,,,,,,,,,
5253,钱瘦铁,钱厓印信,4,,,,,,1,,,,,
5254,萧云从,梅华,2,,,,,,,,,,,
5255,刘承干,刘承干,3,,,,,,,,,,,
5256,刘承干,嘉业堂,3,,,,,,,,,,,
5257,黄宾虹,黄宾虹,3,,,,,,,,,,,
5258,陈元素,古白,2,,,,,,,,,,,
5259,文彭,文彭之印,4,1,,1,,,,,,,,
5260,周沧米,不羁,2,,,,,,,,,,,
5261,刘海粟,海翁,2,,,,,,,,,,,
5262,毛晋,希世之珍,4,,,,,,,,,,,
5263,李盛铎,李盛铎印,4,1,,,,,,,,,,
5264,余任天,除意见,3,,,,,,,,,,,
5265,边寿民,祺印,2,1,,,,,,,,,,
5266,郭沫若,郭沫若,3,,,,,,,,,,,
5267,吴茀之,茀之七十后,5,,,,,,,,,,,
5268,张大千,大千居士,4,,,,,,,,,,,
5269,陈衡恪,师曾画佛之记,6,,,,,,,,,,,
5270,李流芳,李流芳印,4,1,,,,,,,,,,
5271,吴湖帆,湖帆,2,,,,,,,,,,,
5272,笪重光,笪重光印,4,1,,,,,,,,,,
5273,榭稚柳,谢稚柳印,4,1,,,,,,,,,,
5274,潘伯鹰,潘伯鹰印,4,1,,,,,,,,,,
5275,丁丙,书库抱残生,5,,,,,,,,,,,
5276,弘旿,寥天乙,3,,,,,,,,,,,
5277,项元汴,六艺之圃,4,,,,,,,,,,,
5278,吴湖帆,倩盦画印,4,1,,,,,,,,,,
5279,江寒汀,海虞江郎,4,,,,,,,,,,,
5280,文彭,文彭之印,4,1,,1,,,,,,,,
5281,吕凤子,凤先生写绝妙好词,8,,,,,,,,,,,
5282,弘旿,瑶华小印,4,1,,,,,,,,,,
5283,沈子丞,沈,1,,,,,,,,,,,
5284,笪重光,江上外史,4,,,,,,,,,,,
5285,陈衡恪,精雄书画丑能扫,7,,,,,,,,,,,
5286,李可染,可染印信,4,,,,,,1,,,,,
5287,陈介祺,海滨病史,4,,,,,,,,,,,
5288,许麟庐,许麟庐,3,,,,,,,,,,,
5289,倪田,墨耕,2,,,,,,,,,,,
5290,关良,关良,2,,,,,,,,,,,
5291,樊圻,会公,2,,,,,,,,,,,
5292,陆恢,陆恢,2,,,,,,,,,,,
5293,吴鼒,吴,1,,,,,,,,,,,
5294,张瑞图,白毫庵主,4,,,,,,,,,,,
5295,宋珏,宋比玉,3,,,,,,,,,,,
5296,榭稚柳,枥下,2,,,,,,,,,,,
5297,易忠箓,灵均,2,,,,,,,,,,,
5298,陈半丁,不值一笑,4,,,,,,,,,,,
5299,毕泷,涧飞,2,,,,,,,,,,,
5300,余任天,栎寿,2,,,,,,,,,,,
5301,陈半丁,陈年,2,,,,,,,,,,,
5302,胡润芝,茀堂,2,,,,,,,,,,,
5303,陈衡恪,泱洪,2,,,,,,,,,,,
5304,钱君匋,钱大,2,,,,,,,,,,,
5305,吴大澂,吴,1,,,,,,,,,,,
5306,潘天寿,金石之寿,4,,,,,,,,,,,
5307,瞿中溶,良斋,2,,,,,,,,,,,
5308,李可染,峰高无坦途,5,,,,,,,,,,,
5309,吴云,吴平斋,3,,,,,,,,,,,
5310,黄丕烈,黄丕烈印,4,1,,,,,,,,,,
5311,倪田,宝田之印,4,1,,1,,,,,,,,
5312,黄钺,当涂黄钺,4,,,,,,,,,,,
5313,朱孔阳,八福篇马太五章三至十节朱孔阳刊,15,,,,,,,,,,,
5314,张大千,大风堂,3,,,,,,,,,,,
5315,孟光涛,孟氏,2,,,,,,,,,,,
5316,杨晋,杨晋,2,,,,,,,,,,,
5317,赵之谦,赵之谦印,4,1,,,,,,,,,,
5318,袁廷檮,袁廷檮印,4,1,,,,,,,,,,
5319,唐云,唐云,2,,,,,,,,,,,
5320,齐白石,多面印3：齐房之印,9,1,,1,,,,,,,,
5321,赵云壑,破荷弟子,4,,,,,,,,,,,
5322,樊圻,樊圻之印,4,1,,1,,,,,,,,
5323,李叔同,李息息霜,4,,,,,,,,,,,
5324,寿石工,石尊者,3,,,,,,,,,,,
5325,黄君璧,君翁,2,,,,,,,,,,,
5326,榭稚柳,谢稚之印,4,1,,1,,,,,,,,
5327,郭味蕖,郭味蕖印,4,1,,,,,,,,,,
5328,杨容林,文蕉氏,3,,,,,,,,,,,
5329,笪重光,江上,2,,,,,,,,,,,
5330,何海霞,海霞,2,,,,,,,,,,,
5331,陈元素,陈元素印,4,1,,,,,,,,,,
5332,萧蜕庵,闇叟六十岁后所作,8,,,,,,,,,,,
5333,陈介祺,齐东陶父,4,,,,,,,,,,,
5334,吴昌硕,聋于官,3,,,,,,,,,,,
5335,黄宾虹,宾公,2,,,,,,,,,,,
5336,梁清标,棠村,2,,,,,,,,,,,
5337,汪亚尘,亚尘,2,,,,,,,,,,,
5338,陆时化,化字润之,4,,,,,,,,,,,
5339,程桢义,程氏桢义审定,6,,,,,,,,,,,
5340,朱稻孙,芋陂,2,,,,,,,,,,,
5341,岑槠,仲陶,2,,,,,,,,,,,
5342,高其佩,虽放逸乎规矩之外究不离乎准绳之中,16,,,,,,,,,,,
5343,张绍仁,学安,2,,,,,,,,,,,
5344,陈半丁,长年,2,,,,,,,,,,,
5345,吴昌硕,缶翁,2,,,,,,,,,,,
5346,赵佶,睿思东合,4,,,,,,,,,,,
5347,田世光,田世光印,4,1,,,,,,,,,,
5348,萧蜕庵,周甲后书,4,,,,,,,,,,,
5349,裴景福,霍丘裴景福伯谦印,8,1,,,,,,,,,,
5350,钱瘦铁,钱厓之印,4,1,,1,,,,,,,,
5351,弘旿,大块假我以文章,7,,1,,,,,,,,,
5352,吴云,平斋考订金石文字印,9,1,,,,,,,,,,
5353,岑槠,仲陶,2,,,,,,,,,,,
5354,项元汴,寄傲,2,,,,,,,,,,,
5355,寿石工,寿鈢长寿,4,,,,,,,,,,,
5356,项元汴,子京珍秘,4,,,,,,,,,,,
5357,陈奕禧,南安太守,4,,,,,,,,,,,
5358,郭尚先,仁寿研斋,4,,,,,,,,,,,
5359,王梦石,吉羊,2,,,,,,,,,,,
5360,陈鸿寿,曼龚父,3,,,,,,,,,,,
5361,汪士慎,七峰草堂,4,,,,,,,,,,,
5362,钱君匋,冰壶,2,,,,,,,,,,,
5363,吴待秋,草草,2,,,,,,,,,,,
5364,陈鸿寿,曼生,2,,,,,,,,,,,
5365,吴鼒,臣鼒印,3,1,,,,,,,,,,
5366,陈半丁,半丁画印,4,1,,,,,,,,,,
5367,叶德辉,德辉,2,,,,,,,,,,,
5368,张大千,丙辰,2,,,,,,,,,,,
5369,高其佩,稽首,2,,,,,,,,,,,
5370,杨文骢,龙友,2,,,,,,,,,,,
5371,鲜于枢,伯机印章,4,,1,,,,,,,,,
5372,林散之,江上老人,4,,,,,,,,,,,
5373,金俊明,五愿徐陵,4,,,,,,,,,,,
5374,陈奕禧,香泉,2,,,,,,,,,,,
5375,吴昌硕,安庐,2,,,,,,,,,,,
5376,笪重光,道号奉真,4,,,,,,,,,,,
5377,蓝瑛,田叔,2,,,,,,,,,,,
